query_patient_id,rank,old_source_slide,loo_source_slide,slide_match,old_source_patient,loo_source_patient,patient_match,old_patch_index,loo_patch_index,patch_index_match,old_x,loo_x,old_y,loo_y,coords_match,old_score,loo_score,score_match,rank_identical
TCGA-02-0003,17,TCGA-06-0158-01Z-00-DX1.05358ff8-3c26-440a-9d51-bafa92cf4685,TCGA-06-0158-01Z-00-DX1.05358ff8-3c26-440a-9d51-bafa92cf4685,True,TCGA-06-0158,TCGA-06-0158,True,65,65,True,11613,11613,5302,5302,True,0.8722680807113647,0.8722679615020752,False,False
TCGA-02-0003,18,TCGA-DB-5274-01Z-00-DX2.958D3EC3-7E76-4E0D-ACB2-BA67196DAB75,TCGA-DB-5274-01Z-00-DX2.958D3EC3-7E76-4E0D-ACB2-BA67196DAB75,True,TCGA-DB-5274,TCGA-DB-5274,True,275,275,True,113773,113773,55551,55551,True,0.8714454174041748,0.8714452981948853,False,False
TCGA-02-0003,19,TCGA-DB-5276-01Z-00-DX1.3921BD4C-CC46-43A4-BECF-AAB9A35E6682,TCGA-DB-5276-01Z-00-DX1.3921BD4C-CC46-43A4-BECF-AAB9A35E6682,True,TCGA-DB-5276,TCGA-DB-5276,True,59,59,True,36159,36159,47121,47121,True,0.8705790042877197,0.8705790042877197,True,True
TCGA-02-0003,20,TCGA-06-0743-01Z-00-DX1.efc295e1-bb7b-4706-99e9-01901c3869d2,TCGA-06-0743-01Z-00-DX1.efc295e1-bb7b-4706-99e9-01901c3869d2,True,TCGA-06-0743,TCGA-06-0743,True,445,445,True,11181,11181,2648,2648,True,0.8704814910888672,0.8704814910888672,True,True
TCGA-02-0003,21,TCGA-DU-5852-01Z-00-DX1.2abc3f8e-6ed5-4526-80b4-d84dc4d983b8,TCGA-DU-5852-01Z-00-DX1.2abc3f8e-6ed5-4526-80b4-d84dc4d983b8,True,TCGA-DU-5852,TCGA-DU-5852,True,385,385,True,87086,87086,18171,18171,True,0.8699344396591187,0.8699343800544739,False,False
TCGA-02-0003,22,TCGA-06-5856-01Z-00-DX1.9ba8a585-af7f-48b6-8724-ad0f439f4e17,TCGA-06-5856-01Z-00-DX1.9ba8a585-af7f-48b6-8724-ad0f439f4e17,True,TCGA-06-5856,TCGA-06-5856,True,190,190,True,43642,43642,13603,13603,True,0.8696013689041138,0.8696012496948242,False,False
TCGA-02-0003,23,TCGA-12-0692-01Z-00-DX3.9feb1e97-b622-4977-a3b3-daf594080ed9,TCGA-12-0692-01Z-00-DX3.9feb1e97-b622-4977-a3b3-daf594080ed9,True,TCGA-12-0692,TCGA-12-0692,True,76,76,True,13831,13831,9962,9962,True,0.8692129850387573,0.8692128658294678,False,False
TCGA-02-0003,24,TCGA-06-5856-01Z-00-DX1.9ba8a585-af7f-48b6-8724-ad0f439f4e17,TCGA-06-5856-01Z-00-DX1.9ba8a585-af7f-48b6-8724-ad0f439f4e17,True,TCGA-06-5856,TCGA-06-5856,True,175,175,True,46887,46887,10062,10062,True,0.8691508769989014,0.8691508769989014,True,True
TCGA-02-0003,25,TCGA-06-0214-01Z-00-DX2.b30c4c85-604f-42ea-b2f8-e583566fcefe,TCGA-06-0214-01Z-00-DX2.b30c4c85-604f-42ea-b2f8-e583566fcefe,True,TCGA-06-0214,TCGA-06-0214,True,385,385,True,47972,47972,31090,31090,True,0.8691038489341736,0.869103729724884,False,False
TCGA-02-0003,26,TCGA-DU-5852-01Z-00-DX1.2abc3f8e-6ed5-4526-80b4-d84dc4d983b8,TCGA-DU-5852-01Z-00-DX1.2abc3f8e-6ed5-4526-80b4-d84dc4d983b8,True,TCGA-DU-5852,TCGA-DU-5852,True,355,355,True,7794,7794,8161,8161,True,0.869072437286377,0.869072437286377,True,True
TCGA-02-0003,27,TCGA-26-5136-01Z-00-DX1.ECD48B1B-C2BF-4DFE-8ED4-87353E00ED84,TCGA-26-5136-01Z-00-DX1.ECD48B1B-C2BF-4DFE-8ED4-87353E00ED84,True,TCGA-26-5136,TCGA-26-5136,True,15,15,True,108471,108471,27893,27893,True,0.8688018321990967,0.8688018321990967,True,True
TCGA-02-0003,28,TCGA-12-0616-01Z-00-DX3.b426f381-b175-4a6d-957e-2dbfed42caeb,TCGA-12-0616-01Z-00-DX3.b426f381-b175-4a6d-957e-2dbfed42caeb,True,TCGA-12-0616,TCGA-12-0616,True,488,488,True,32798,32798,5748,5748,True,0.8684824109077454,0.8684823513031006,False,False
TCGA-02-0003,29,TCGA-DU-5852-01Z-00-DX1.2abc3f8e-6ed5-4526-80b4-d84dc4d983b8,TCGA-DU-5852-01Z-00-DX1.2abc3f8e-6ed5-4526-80b4-d84dc4d983b8,True,TCGA-DU-5852,TCGA-DU-5852,True,159,159,True,87807,87807,20877,20877,True,0.8684539794921875,0.8684538006782532,False,False
TCGA-02-0003,30,TCGA-DU-5847-01Z-00-DX1.b7d7de58-38b6-4686-8588-a2542c8595b4,TCGA-DU-5847-01Z-00-DX1.b7d7de58-38b6-4686-8588-a2542c8595b4,True,TCGA-DU-5847,TCGA-DU-5847,True,434,434,True,13894,13894,4023,4023,True,0.8683155179023743,0.8683155179023743,True,True
TCGA-02-0003,31,TCGA-12-0616-01Z-00-DX3.b426f381-b175-4a6d-957e-2dbfed42caeb,TCGA-12-0616-01Z-00-DX3.b426f381-b175-4a6d-957e-2dbfed42caeb,True,TCGA-12-0616,TCGA-12-0616,True,439,439,True,35561,35561,9870,9870,True,0.8679506778717041,0.8679506778717041,True,True
TCGA-02-0003,32,TCGA-06-5856-01Z-00-DX1.9ba8a585-af7f-48b6-8724-ad0f439f4e17,TCGA-06-5856-01Z-00-DX1.9ba8a585-af7f-48b6-8724-ad0f439f4e17,True,TCGA-06-5856,TCGA-06-5856,True,403,403,True,49838,49838,14193,14193,True,0.8677643537521362,0.8677642345428467,False,False
TCGA-02-0003,33,TCGA-DU-5852-01Z-00-DX1.2abc3f8e-6ed5-4526-80b4-d84dc4d983b8,TCGA-DU-5852-01Z-00-DX1.2abc3f8e-6ed5-4526-80b4-d84dc4d983b8,True,TCGA-DU-5852,TCGA-DU-5852,True,274,274,True,6442,6442,9965,9965,True,0.867713212966919,0.8677130937576294,False,False
TCGA-02-0003,34,TCGA-26-5136-01Z-00-DX1.ECD48B1B-C2BF-4DFE-8ED4-87353E00ED84,TCGA-26-5136-01Z-00-DX1.ECD48B1B-C2BF-4DFE-8ED4-87353E00ED84,True,TCGA-26-5136,TCGA-26-5136,True,424,424,True,110811,110811,22561,22561,True,0.8671949505805969,0.8671948909759521,False,False
TCGA-02-0003,35,TCGA-DU-7019-01Z-00-DX1.94F228DF-0184-4D7F-9899-CCFEE24959C4,TCGA-DU-7019-01Z-00-DX1.94F228DF-0184-4D7F-9899-CCFEE24959C4,True,TCGA-DU-7019,TCGA-DU-7019,True,426,426,True,22531,22531,8878,8878,True,0.8670917749404907,0.8670916557312012,False,False
TCGA-02-0003,36,TCGA-12-0616-01Z-00-DX3.b426f381-b175-4a6d-957e-2dbfed42caeb,TCGA-12-0616-01Z-00-DX3.b426f381-b175-4a6d-957e-2dbfed42caeb,True,TCGA-12-0616,TCGA-12-0616,True,269,269,True,35149,35149,7191,7191,True,0.8670870065689087,0.8670870065689087,True,True
TCGA-02-0003,37,TCGA-06-5856-01Z-00-DX1.9ba8a585-af7f-48b6-8724-ad0f439f4e17,TCGA-06-5856-01Z-00-DX1.9ba8a585-af7f-48b6-8724-ad0f439f4e17,True,TCGA-06-5856,TCGA-06-5856,True,117,117,True,16199,16199,15786,15786,True,0.8668317794799805,0.8668317794799805,True,True
TCGA-02-0003,38,TCGA-12-0616-01Z-00-DX3.b426f381-b175-4a6d-957e-2dbfed42caeb,TCGA-12-0616-01Z-00-DX3.b426f381-b175-4a6d-957e-2dbfed42caeb,True,TCGA-12-0616,TCGA-12-0616,True,75,75,True,36922,36922,8963,8963,True,0.866670548915863,0.8666704297065735,False,False
TCGA-02-0003,39,TCGA-DB-5274-01Z-00-DX2.958D3EC3-7E76-4E0D-ACB2-BA67196DAB75,TCGA-DB-5274-01Z-00-DX2.958D3EC3-7E76-4E0D-ACB2-BA67196DAB75,True,TCGA-DB-5274,TCGA-DB-5274,True,102,102,True,31899,31899,59414,59414,True,0.8666566610336304,0.8666565418243408,False,False
TCGA-02-0003,40,TCGA-06-0743-01Z-00-DX1.efc295e1-bb7b-4706-99e9-01901c3869d2,TCGA-06-0743-01Z-00-DX1.efc295e1-bb7b-4706-99e9-01901c3869d2,True,TCGA-06-0743,TCGA-06-0743,True,211,211,True,11291,11291,3280,3280,True,0.8665268421173096,0.86652672290802,False,False
TCGA-CS-4941,1,TCGA-06-0158-01Z-00-DX1.05358ff8-3c26-440a-9d51-bafa92cf4685,TCGA-06-0158-01Z-00-DX1.05358ff8-3c26-440a-9d51-bafa92cf4685,True,TCGA-06-0158,TCGA-06-0158,True,65,65,True,11613,11613,5302,5302,True,0.90805983543396,0.9080602526664734,False,False
TCGA-CS-4941,2,TCGA-HT-7611-01Z-00-DX1.AE487FF3-EF5A-4CE5-8618-20F234A59F1E,TCGA-HT-7611-01Z-00-DX1.AE487FF3-EF5A-4CE5-8618-20F234A59F1E,True,TCGA-HT-7611,TCGA-HT-7611,True,77,77,True,105729,105729,55044,55044,True,0.9073024988174438,0.907302737236023,False,False
TCGA-CS-4941,3,TCGA-06-0214-01Z-00-DX2.b30c4c85-604f-42ea-b2f8-e583566fcefe,TCGA-06-0214-01Z-00-DX2.b30c4c85-604f-42ea-b2f8-e583566fcefe,True,TCGA-06-0214,TCGA-06-0214,True,21,21,True,40275,40275,3822,3822,True,0.9052674174308776,0.9052677154541016,False,False
TCGA-CS-4941,4,TCGA-DU-7306-01Z-00-DX1.254D61E6-1AE1-43DE-AABB-9FDDAC1355D4,TCGA-DU-7306-01Z-00-DX1.254D61E6-1AE1-43DE-AABB-9FDDAC1355D4,True,TCGA-DU-7306,TCGA-DU-7306,True,117,117,True,88925,88925,23403,23403,True,0.9042574763298036,0.9042577743530272,False,False
TCGA-CS-4941,5,TCGA-DU-7306-01Z-00-DX1.254D61E6-1AE1-43DE-AABB-9FDDAC1355D4,TCGA-DU-7306-01Z-00-DX1.254D61E6-1AE1-43DE-AABB-9FDDAC1355D4,True,TCGA-DU-7306,TCGA-DU-7306,True,27,27,True,50650,50650,21003,21003,True,0.903419554233551,0.9034198522567748,False,False
TCGA-CS-4941,6,TCGA-HT-7611-01Z-00-DX1.AE487FF3-EF5A-4CE5-8618-20F234A59F1E,TCGA-HT-7611-01Z-00-DX1.AE487FF3-EF5A-4CE5-8618-20F234A59F1E,True,TCGA-HT-7611,TCGA-HT-7611,True,231,231,True,101095,101095,36364,36364,True,0.9006675481796265,0.9006678462028503,False,False
TCGA-CS-4941,7,TCGA-06-0158-01Z-00-DX1.05358ff8-3c26-440a-9d51-bafa92cf4685,TCGA-06-0158-01Z-00-DX1.05358ff8-3c26-440a-9d51-bafa92cf4685,True,TCGA-06-0158,TCGA-06-0158,True,354,354,True,11836,11836,4983,4983,True,0.9004851579666138,0.9004852771759033,False,False
TCGA-CS-4941,8,TCGA-HT-7611-01Z-00-DX1.AE487FF3-EF5A-4CE5-8618-20F234A59F1E,TCGA-HT-7611-01Z-00-DX1.AE487FF3-EF5A-4CE5-8618-20F234A59F1E,True,TCGA-HT-7611,TCGA-HT-7611,True,146,146,True,109304,109304,37689,37689,True,0.8985981345176697,0.8985984325408936,False,False
TCGA-CS-4941,9,TCGA-DU-7011-01Z-00-DX1.839D54AF-A0C7-4DE4-A7D0-D19C760FFB3D,TCGA-DU-7011-01Z-00-DX1.839D54AF-A0C7-4DE4-A7D0-D19C760FFB3D,True,TCGA-DU-7011,TCGA-DU-7011,True,279,279,True,25002,25002,15104,15104,True,0.8983606100082397,0.8983608484268188,False,False
TCGA-CS-4941,10,TCGA-RY-A843-01Z-00-DX1.CB0CAD7E-B970-419A-902D-2F97660D2372,TCGA-RY-A843-01Z-00-DX1.CB0CAD7E-B970-419A-902D-2F97660D2372,True,TCGA-RY-A843,TCGA-RY-A843,True,208,208,True,81155,81155,26385,26385,True,0.8983100056648254,0.8983103036880493,False,False
TCGA-CS-4941,11,TCGA-RY-A843-01Z-00-DX1.CB0CAD7E-B970-419A-902D-2F97660D2372,TCGA-RY-A843-01Z-00-DX1.CB0CAD7E-B970-419A-902D-2F97660D2372,True,TCGA-RY-A843,TCGA-RY-A843,True,440,440,True,79737,79737,25878,25878,True,0.8974693417549133,0.8974696397781372,False,False
TCGA-CS-4941,12,TCGA-DU-7011-01Z-00-DX1.839D54AF-A0C7-4DE4-A7D0-D19C760FFB3D,TCGA-DU-7011-01Z-00-DX1.839D54AF-A0C7-4DE4-A7D0-D19C760FFB3D,True,TCGA-DU-7011,TCGA-DU-7011,True,352,352,True,25344,25344,14762,14762,True,0.8968379497528076,0.8968381881713867,False,False
TCGA-CS-4941,13,TCGA-TM-A7CF-01Z-00-DX2.D24F6CA3-562B-4444-A072-DA66C527F1C5,TCGA-TM-A7CF-01Z-00-DX2.D24F6CA3-562B-4444-A072-DA66C527F1C5,True,TCGA-TM-A7CF,TCGA-TM-A7CF,True,346,346,True,145376,145376,73396,73396,True,0.8960937261581421,0.8960941433906555,False,False
TCGA-CS-4941,14,TCGA-HT-7611-01Z-00-DX1.AE487FF3-EF5A-4CE5-8618-20F234A59F1E,TCGA-HT-7611-01Z-00-DX1.AE487FF3-EF5A-4CE5-8618-20F234A59F1E,True,TCGA-HT-7611,TCGA-HT-7611,True,151,151,True,96328,96328,37954,37954,True,0.8960736989974976,0.8960740566253662,False,False
TCGA-CS-4941,15,TCGA-RY-A843-01Z-00-DX1.CB0CAD7E-B970-419A-902D-2F97660D2372,TCGA-RY-A843-01Z-00-DX1.CB0CAD7E-B970-419A-902D-2F97660D2372,True,TCGA-RY-A843,TCGA-RY-A843,True,275,275,True,36502,36502,4912,4912,True,0.895942211151123,0.8959425687789917,False,False
TCGA-CS-4941,16,TCGA-HT-7611-01Z-00-DX1.AE487FF3-EF5A-4CE5-8618-20F234A59F1E,TCGA-HT-7611-01Z-00-DX1.AE487FF3-EF5A-4CE5-8618-20F234A59F1E,True,TCGA-HT-7611,TCGA-HT-7611,True,472,472,True,109040,109040,39941,39941,True,0.8958483338356018,0.8958485126495361,False,False
TCGA-CS-4941,17,TCGA-HT-A614-01Z-00-DX1.B2D270F0-8C0B-4FBE-B794-3493443E47C5,TCGA-HT-A614-01Z-00-DX1.B2D270F0-8C0B-4FBE-B794-3493443E47C5,True,TCGA-HT-A614,TCGA-HT-A614,True,193,193,True,61715,61715,64829,64829,True,0.8955904245376587,0.8955907821655273,False,False
TCGA-CS-4941,18,TCGA-DU-7306-01Z-00-DX1.254D61E6-1AE1-43DE-AABB-9FDDAC1355D4,TCGA-DU-7306-01Z-00-DX1.254D61E6-1AE1-43DE-AABB-9FDDAC1355D4,True,TCGA-DU-7306,TCGA-DU-7306,True,157,157,True,50650,50650,20239,20239,True,0.8955811858177185,0.8955816030502319,False,False
TCGA-CS-4941,19,TCGA-DU-7011-01Z-00-DX1.839D54AF-A0C7-4DE4-A7D0-D19C760FFB3D,TCGA-DU-7011-01Z-00-DX1.839D54AF-A0C7-4DE4-A7D0-D19C760FFB3D,True,TCGA-DU-7011,TCGA-DU-7011,True,127,127,True,22447,22447,15447,15447,True,0.8946189284324646,0.8946191668510437,False,False
TCGA-CS-4941,20,TCGA-RY-A843-01Z-00-DX1.CB0CAD7E-B970-419A-902D-2F97660D2372,TCGA-RY-A843-01Z-00-DX1.CB0CAD7E-B970-419A-902D-2F97660D2372,True,TCGA-RY-A843,TCGA-RY-A843,True,328,328,True,81155,81155,27803,27803,True,0.89302659034729,0.8930268287658691,False,False
TCGA-CS-4941,21,TCGA-DU-7300-01Z-00-DX1.296EE79F-D449-4D0A-AF26-9D7F807BAE24,TCGA-DU-7300-01Z-00-DX1.296EE79F-D449-4D0A-AF26-9D7F807BAE24,True,TCGA-DU-7300,TCGA-DU-7300,True,173,173,True,29605,29605,20233,20233,True,0.89191073179245,0.8919110298156738,False,False
TCGA-CS-4941,22,TCGA-HT-8114-01Z-00-DX1.C91CF38E-8921-4CCB-97E7-E285E3F7E6AC,TCGA-HT-8114-01Z-00-DX1.C91CF38E-8921-4CCB-97E7-E285E3F7E6AC,True,TCGA-HT-8114,TCGA-HT-8114,True,86,86,True,13578,13578,60531,60531,True,0.8914219737052917,0.8914222717285156,False,False
TCGA-CS-4941,23,TCGA-DU-7300-01Z-00-DX1.296EE79F-D449-4D0A-AF26-9D7F807BAE24,TCGA-DU-7300-01Z-00-DX1.296EE79F-D449-4D0A-AF26-9D7F807BAE24,True,TCGA-DU-7300,TCGA-DU-7300,True,226,226,True,30150,30150,20342,20342,True,0.8913910984992981,0.891391396522522,False,False
TCGA-CS-4941,24,TCGA-IK-8125-01Z-00-DX1.1491FC08-FB5D-4697-9A8C-9172FAF63C1C,TCGA-IK-8125-01Z-00-DX1.1491FC08-FB5D-4697-9A8C-9172FAF63C1C,True,TCGA-IK-8125,TCGA-IK-8125,True,81,81,True,39717,39717,34893,34893,True,0.8910968899726868,0.8910971879959106,False,False
TCGA-CS-4941,25,TCGA-CS-4938-01Z-00-DX1.6660D726-8524-424A-B6E8-D97FFD9BCE01,TCGA-CS-4938-01Z-00-DX1.6660D726-8524-424A-B6E8-D97FFD9BCE01,True,TCGA-CS-4938,TCGA-CS-4938,True,380,380,True,15104,15104,36680,36680,True,0.8910909295082092,0.8910912275314331,False,False
TCGA-CS-4941,26,TCGA-HT-7482-01Z-00-DX9.694E652E-F952-414C-8295-5810C64454E3,TCGA-HT-7482-01Z-00-DX9.694E652E-F952-414C-8295-5810C64454E3,True,TCGA-HT-7482,TCGA-HT-7482,True,112,112,True,15165,15165,20574,20574,True,0.8910708427429199,0.8910712003707886,False,False
TCGA-CS-4941,27,TCGA-RY-A843-01Z-00-DX1.CB0CAD7E-B970-419A-902D-2F97660D2372,TCGA-RY-A843-01Z-00-DX1.CB0CAD7E-B970-419A-902D-2F97660D2372,True,TCGA-RY-A843,TCGA-RY-A843,True,231,231,True,75991,75991,27701,27701,True,0.8910018801689148,0.8910021781921387,False,False
TCGA-CS-4941,28,TCGA-HT-A614-01Z-00-DX1.B2D270F0-8C0B-4FBE-B794-3493443E47C5,TCGA-HT-A614-01Z-00-DX1.B2D270F0-8C0B-4FBE-B794-3493443E47C5,True,TCGA-HT-A614,TCGA-HT-A614,True,68,68,True,55684,55684,56950,56950,True,0.8901882171630859,0.890188455581665,False,False
TCGA-CS-4941,29,TCGA-QH-A870-01Z-00-DX1.7A7F3987-7F2D-40BC-B1CA-09B0D095829F,TCGA-QH-A870-01Z-00-DX1.7A7F3987-7F2D-40BC-B1CA-09B0D095829F,True,TCGA-QH-A870,TCGA-QH-A870,True,230,230,True,25006,25006,70927,70927,True,0.8895571827888489,0.8895574808120728,False,False
TCGA-CS-4941,30,TCGA-FG-A60J-01Z-00-DX1.1A313634-0CA2-40B4-998A-58871CF2A5CE,TCGA-FG-A60J-01Z-00-DX1.1A313634-0CA2-40B4-998A-58871CF2A5CE,True,TCGA-FG-A60J,TCGA-FG-A60J,True,150,150,True,82412,82412,5225,5225,True,0.8893270492553711,0.8893274068832397,False,False
TCGA-CS-4941,31,TCGA-14-1453-01Z-00-DX3.d85f42df-ac7e-45b5-807e-929204bf3c87,TCGA-14-1453-01Z-00-DX3.d85f42df-ac7e-45b5-807e-929204bf3c87,True,TCGA-14-1453,TCGA-14-1453,True,303,303,True,24236,24236,25866,25866,True,0.8892380595207214,0.8892383575439453,False,False
TCGA-CS-4941,32,TCGA-HT-7601-01Z-00-DX3.7CD5CD4C-F937-4931-A811-4DF8DDCD9C47,TCGA-HT-7601-01Z-00-DX3.7CD5CD4C-F937-4931-A811-4DF8DDCD9C47,True,TCGA-HT-7601,TCGA-HT-7601,True,272,272,True,51199,51199,9884,9884,True,0.8892045021057129,0.8892048597335815,False,False
TCGA-CS-4941,33,TCGA-RY-A843-01Z-00-DX1.CB0CAD7E-B970-419A-902D-2F97660D2372,TCGA-RY-A843-01Z-00-DX1.CB0CAD7E-B970-419A-902D-2F97660D2372,True,TCGA-RY-A843,TCGA-RY-A843,True,79,79,True,49563,49563,11192,11192,True,0.8890939950942993,0.8890942931175232,False,False
TCGA-CS-4941,34,TCGA-HT-A614-01Z-00-DX1.B2D270F0-8C0B-4FBE-B794-3493443E47C5,TCGA-HT-A614-01Z-00-DX1.B2D270F0-8C0B-4FBE-B794-3493443E47C5,True,TCGA-HT-A614,TCGA-HT-A614,True,240,240,True,64341,64341,8219,8219,True,0.8890678882598877,0.8890681266784668,False,False
TCGA-CS-4941,35,TCGA-14-1453-01Z-00-DX3.d85f42df-ac7e-45b5-807e-929204bf3c87,TCGA-14-1453-01Z-00-DX3.d85f42df-ac7e-45b5-807e-929204bf3c87,True,TCGA-14-1453,TCGA-14-1453,True,136,136,True,23113,23113,25102,25102,True,0.8888704180717468,0.8888705372810364,False,False
TCGA-CS-4941,36,TCGA-DU-7014-01Z-00-DX1.8BF185BC-AE93-4FA6-8672-10CFA214FF62,TCGA-DU-7014-01Z-00-DX1.8BF185BC-AE93-4FA6-8672-10CFA214FF62,True,TCGA-DU-7014,TCGA-DU-7014,True,403,403,True,19017,19017,15540,15540,True,0.8888435959815979,0.8888438940048218,False,False
TCGA-CS-4941,37,TCGA-S9-A6WL-01Z-00-DX1.2AB33E11-47B6-4382-8EE3-181D97C2241E,TCGA-S9-A6WL-01Z-00-DX1.2AB33E11-47B6-4382-8EE3-181D97C2241E,True,TCGA-S9-A6WL,TCGA-S9-A6WL,True,169,169,True,48975,48975,18615,18615,True,0.8888120651245117,0.8888125419616699,False,False
